SL,Name of the Manufacturer,Brand Name,Dosages Description,Generic Name and Strength,DAR
6634,"S. S. Laboratories (Unani), East Jurain, Dhaka",Bilovas,Capsule,Ginkgo Biloba 120 mg,U-144-A-069
6635,"S. S. Laboratories (Unani), East Jurain, Dhaka",Isopa,Powder,Isabgul Plane,U-144-A-070
6636,"S. S. Laboratories (Unani), East Jurain, Dhaka",Zymerex,Liquid,Arq Poodina,U-144-A-071
6637,"S. S. Laboratories (Unani), East Jurain, Dhaka",Imoral,Tablet,Habb-e Ral,U-144-A-072
6638,"S. S. Laboratories (Unani), East Jurain, Dhaka",Dupazin,Tablet,Habb-e Papita,U-144-A-073
6639,"S. S. Laboratories (Unani), East Jurain, Dhaka",Bone Boast,Tablet,Kushta Sadaf,U-144-A-074
6640,"S. S. Laboratories (Unani), East Jurain, Dhaka",Ortin,Tablet,Qurs Awja,U-144-A-075
6641,"S. S. Laboratories (Unani), East Jurain, Dhaka",Corliv,Capsule,Manjistha/Rubia,U-144-A-076
6642,"S. S. Laboratories (Unani), East Jurain, Dhaka",Erocive,Capsule,Habb-e Munish,U-144-A-077
6643,"S. S. Laboratories (Unani), East Jurain, Dhaka",Pucare,Malam,Rowghan Zeenat,U-144-A-078
6644,"S. S. Laboratories (Unani), East Jurain, Dhaka",Zinvital,Capsule,Ginseng,U-144-A-079
6645,"S. S. Laboratories (Unani), East Jurain, Dhaka",Gonolia,Capsule,Sufoof Gonorin,U-144-A-031
6646,"S. S. Laboratories (Unani), East Jurain, Dhaka",Menodin,Capsule,Qurs Rehmin,U-144-A-032
6647,"S. S. Laboratories (Unani), East Jurain, Dhaka",Derma Cure,Capsule,Qurs Ushba,U-144-A-033
6648,"S. S. Laboratories (Unani), East Jurain, Dhaka",Alcaron,Capsule,Kushta Faulad,U-144-A-34
6649,"S. S. Laboratories (Unani), East Jurain, Dhaka",Calta,Tablet,Kushta Khare Mohra,U-144-A-035
6650,"S. S. Laboratories (Unani), East Jurain, Dhaka",Menozin,Liquid,Sharbat Sailan,U-144-A-036
6651,"S. S. Laboratories (Unani), East Jurain, Dhaka",Levorid,Capsule,Qurs Tamarixin,U-144-A-037
6652,"S. S. Laboratories (Unani), East Jurain, Dhaka",Diazyd,Capsule,Qurs Ziabit,U-144-A-038
6653,"S. S. Laboratories (Unani), East Jurain, Dhaka",Recta,Capsule,Habb-e Muqil,U-144-A-039
6654,"S. S. Laboratories (Unani), East Jurain, Dhaka",Garlica,Capsule,Qurs Garlitab,U-144-A-040
6655,"S. S. Laboratories (Unani), East Jurain, Dhaka",Laxafi,Liquid,Sharbat Laxafig,U-144-A-041
6656,"S. S. Laboratories (Unani), East Jurain, Dhaka",Humucin,Liquid,Sufoof Humuzin,U-144-A-042
6657,"S. S. Laboratories (Unani), East Jurain, Dhaka",Arecolin,Semi-Solid,Majoon Suparipak,U-144-A-046
6658,"S. S. Laboratories (Unani), East Jurain, Dhaka",S-Amla,Oil (Liquid),Rowghan Amla,U-144-A-047
6659,"S. S. Laboratories (Unani), East Jurain, Dhaka",Metoria,Capsule,Qurs Bandish,U-144-A-048
6660,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cinalia,Capsule,Habb-e Sual,U-144-A-049
6661,"S. S. Laboratories (Unani), East Jurain, Dhaka",Penorum,Ointment,Tila Mushki,U-144-A-051
6662,"S. S. Laboratories (Unani), East Jurain, Dhaka",Nemax,Capsule,Qurs Neem,U-144-A-052
6663,"S. S. Laboratories (Unani), East Jurain, Dhaka",Lina-Vit,Capsule,Spirulina,U-144-A-053
6664,"S. S. Laboratories (Unani), East Jurain, Dhaka",Zinlet,Liquid,Sharbat Jist,U-144-A-055
6665,"S. S. Laboratories (Unani), East Jurain, Dhaka",Diative,Liquid,Arq Nankha,U-144-A-001
6666,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cofica,Liquid,Sharbat Zoofa,U-144-A-002
6667,"S. S. Laboratories (Unani), East Jurain, Dhaka",Nimak Solaimani,Powder,Nimak Solaimani,U-144-A-003
6668,"S. S. Laboratories (Unani), East Jurain, Dhaka",Pantic,Capsule,Susi,U-144-A-004
6669,"S. S. Laboratories (Unani), East Jurain, Dhaka",Eczemasol,Ointment,Zimad Eczema,U-144-A-005
6670,"S. S. Laboratories (Unani), East Jurain, Dhaka",Ovacin,Powder,Sufoof Ehtelam,U-144-A-006
6671,"S. S. Laboratories (Unani), East Jurain, Dhaka",Tarnil,Ointment,Marham Aramin,U-144-A-007
6672,"S. S. Laboratories (Unani), East Jurain, Dhaka",Khamira Gawzaban,Semi-Solid,Khamira Gawzaban,U-144-A-008
6673,"S. S. Laboratories (Unani), East Jurain, Dhaka",Amritdhara,Liquid,Amritdhara,U-144-A-009
6674,"S. S. Laboratories (Unani), East Jurain, Dhaka",Laooq Sapistan,Semi-Solid,Laooq Sapistan,U-144-A-010
6675,"S. S. Laboratories (Unani), East Jurain, Dhaka",Amazin,Liquid,Sharbat Belgiri,U-144-A-011
6676,"S. S. Laboratories (Unani), East Jurain, Dhaka",Luzyme,Liquid,Sharbat Hazmina,U-144-A-012
6677,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cinotone,Liquid,Sharbat Seb,U-144-A-013
6678,"S. S. Laboratories (Unani), East Jurain, Dhaka",Caripus,Liquid,Sharbat Misali,U-144-A-014
6679,"S. S. Laboratories (Unani), East Jurain, Dhaka",Adoris,Liquid,Sharbat Tulsi,U-144-A-015
6680,"S. S. Laboratories (Unani), East Jurain, Dhaka",Hepanal,Liquid,Sharbat Deenar,U-144-A-016
6681,"S. S. Laboratories (Unani), East Jurain, Dhaka",Menofera,Liquid,Sharbat Niswan,U-144-A-017
6682,"S. S. Laboratories (Unani), East Jurain, Dhaka",S-Jinsin,Liquid,Sharbat Jinsin,U-144-A-018
6683,"S. S. Laboratories (Unani), East Jurain, Dhaka",Civia,Liquid,Sharbat Buzuri,U-144-A-019
6684,"S. S. Laboratories (Unani), East Jurain, Dhaka",Albaton,Liquid,Sharbat Gaozaban,U-144-A-020
6685,"S. S. Laboratories (Unani), East Jurain, Dhaka",Childrex,Liquid,Sharbat Atfal,U-144-A-021
6686,"S. S. Laboratories (Unani), East Jurain, Dhaka",Puricin,Liquid,Sharbat Musaffi,U-144-A-022
6687,"S. S. Laboratories (Unani), East Jurain, Dhaka",Silvus,Capsule,Habb-e Jawaher,U-144-A-023
6688,"S. S. Laboratories (Unani), East Jurain, Dhaka",Sciatin,Capsule,Habb-e Suranjan,U-144-A-024
6689,"S. S. Laboratories (Unani), East Jurain, Dhaka",Ortum,Capsule,Habb-e Ambar Momiyaee,U-144-A-025
6690,"S. S. Laboratories (Unani), East Jurain, Dhaka",Silvex,Capsule,Habb-e Nishat,U-144-A-026
6691,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cilica,Capsule,Qurs Pechish,U-144-A-027
6692,"S. S. Laboratories (Unani), East Jurain, Dhaka",Alocap,Capsule,Habb-e Mudir,U-144-A-028
6693,"S. S. Laboratories (Unani), East Jurain, Dhaka",Laxasis,Capsule,Habb-e Tinkar,U-144-A-029
6694,"S. S. Laboratories (Unani), East Jurain, Dhaka",Spermosis,Capsule,Habb-e Jiryan,U-144-A-030
6695,"S. S. Laboratories (Unani), East Jurain, Dhaka",Nephrin,Capsule,Gokshuradi Gudika,U-144-A-043
6696,"S. S. Laboratories (Unani), East Jurain, Dhaka",E-ron,Capsule,Echinacea,U-144-A-044
6697,"S. S. Laboratories (Unani), East Jurain, Dhaka",Chirata,Capsule,Chirata,U-144-A-054
6698,"S. S. Laboratories (Unani), East Jurain, Dhaka",Lomeral,Capsule,Capsicum / Cayeni,U-144-A-056
6699,"S. S. Laboratories (Unani), East Jurain, Dhaka",Nilagen,Capsule,Nigella,U-144-A-057
6700,"S. S. Laboratories (Unani), East Jurain, Dhaka",Reburn,Ointment,Merigold,U-144-A-058
6701,"S. S. Laboratories (Unani), East Jurain, Dhaka",Pyrodex,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-144-A-059
6702,"S. S. Laboratories (Unani), East Jurain, Dhaka",Revat,Liquid,Sharbat Hayateen Murakkab,U-144-A-060
6703,"S. S. Laboratories (Unani), East Jurain, Dhaka",S.S. Piral,Syrup,Baptisia,U-144-A-045
6704,"S. S. Laboratories (Unani), East Jurain, Dhaka",Cardomin,Capsule,Squill,U-144-A-050
6705,S.S. Laboratories (Unani),Sharbat Badian,Liquid,Sharbat Badian,U-93-A-006
6706,S.S. Laboratories (Unani),Sharbat Ejaz,Liquid,Sharbat Ejaz,U-93-A-007
6707,S.S. Laboratories (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-93-A-008
6708,S.S. Laboratories (Unani),Sharbat Vasac,Liquid,Sharbat Vasac,U-93-A-009
6709,S.S. Laboratories (Unani),Sharbat Mavez,Liquid,Sharbat Mavez,U-93-A-010
6710,S.S. Laboratories (Unani),Sharbat Buzuri,Liquid,Sharbat Buzuri,U-93-A-011
6711,S.S. Laboratories (Unani),Majoon Arade Khurma,Halua,Majoon Arad-e Khurma,U-93-A-012
6712,S.S. Laboratories (Unani),Sharbat Neelofar,Liquid,Sharbat Neelofar,U-93-A-013
6713,S.S. Laboratories (Unani),Sharbat Niswan,Liquid,Sharbat Niswan,U-93-A-014
6714,S.S. Laboratories (Unani),Sharbat Jiryani,Liquid,Sharbat Jiryani,U-93-A-015
6715,S.S. Laboratories (Unani),Sharbat Faulad,Liquid,Sharbat Faulad,U-93-A-016
6716,S.S. Laboratories (Unani),Majoon Falasafa,Semi-Solid,Majoon Falasefa,U-093-A-001
6717,S.S. Laboratories (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-093-A-002
6718,S.S. Laboratories (Unani),Marham Ral,Ointment,Marham Ral,U-093-A-004
6719,S.S. Laboratories (Unani),Jawarish Basbasa,Semi-Solid,Jawarish Bisbasa,U-093-A-005
6720,Sabinco Laboratories Unani,Vicogen,Liquid,Sharbat Misali,U-025-A-002
6721,Sabinco Laboratories Unani,Dinarin,Liquid,Sharbat Deenar,U-025-A-005
6722,Sabinco Laboratories Unani,Urigen,Liquid,Sharbat Buzuri,U-025-A-004
6723,Sabinco Laboratories Unani,Dygico,Liquid,Sharbat Hazmina,U-025-A-001
6724,Sabinco Laboratories Unani,Centolin,Liquid,Sharbat Ejaz,U-025-A-003
6725,Sabinco Laboratories Unani,Ferico,Liquid,Sharbat Faulad,U-025-A-006
6726,Sabinco Laboratories Unani,Niswana,Liquid,Sharbat Niswan,U-025-A-007
6727,Sabinco Laboratories Unani,Pandora,Liquid,Sharbat Jinsin,U-025-A-008
6728,Sabinco Laboratories Unani,Anisin,Liquid,Sharbat Atfal,U-025-A-009
6729,Sabinco Laboratories Unani,Derment,Malam,Marham Kharish,U-025-A-010
6730,Sabinco Laboratories Unani,Pantex,Tablet,Habb-e Mumsik,U-025-A-012
6731,Sabinco Laboratories Unani,Argenta,Capsule,Habb-e Ambar Momiyaee,U-025-A-011
6732,Sabinco Laboratories Unani,Ziacap,Capsule,Qurs Ziabit,U-025-A-013
6733,Sabinco Laboratories Unani,Obeslim,Capsule,Qurs Muhazzil,U-025-A-014
6734,Sabinco Laboratories Unani,Pechin,Capsule,Qurs Pechish,U-025-A-015
6735,Sabinco Laboratories Unani,Awjin,Capsule,Qurs Awja,U-025-A-016
6736,Sabinco Laboratories Unani,Sulvia,Capsule,Habb-e Yarqan,U-025-A-017
6737,Sabinco Laboratories Unani,Azinco,Capsule,Habb-e Hayateen Murakkab Jawahirdar,U-025-A-018
6738,Sabinco Laboratories Unani,Acozin,Tablet,Habb-e Madar,U-025-A-019
6739,Sabinco Laboratories Unani,Hajmolin,Tablet,Qurs Hazmol,U-025-A-020
6740,Sabinco Laboratories Unani,Sophera,Liquid,Sharbat Musaffi,U-025-A-021
6741,Sabinco Laboratories Unani,Jafrin,Liquid,Arq Amberin,U-025-A-022
6742,Sabinco Laboratories Unani,Henoraj,Liquid,Rowghan Bhangra / Bhringraj Oil,U-025-A-023
6743,Sabinco Laboratories Unani,Darde Sohndhi,Oil (Liquid),Rowghan Suranjan,U-025-A-024
6744,Safeco Laboratories (Unani) Ltd.,Pudina Safe,Liquid,Arq Poodina,U-06-A-022
6745,Safeco Laboratories (Unani) Ltd.,Amla Safe,Liquid,Sharbat Amla,U-06-A-023
6746,Safeco Laboratories (Unani) Ltd.,Safe Jinsin,Liquid,Sharbat Jinsin,U-06-A-024
6747,Safeco Laboratories (Unani) Ltd.,Safeliko,Liquid,Sharbat Niswan,U-06-A-025
6748,Safeco Laboratories (Unani) Ltd.,Safe Basok,Liquid,Sharbat Vasac,U-06-A-026
6749,Safeco Laboratories (Unani) Ltd.,Safeton,Liquid,Sharbat Mavez,U-06-A-027
6750,Safeco Laboratories (Unani) Ltd.,Safeanta,Liquid,Sufoof Humuzin,U-06-A-028
6751,Safeco Laboratories (Unani) Ltd.,Safetin,Tablet,Qurs Kamuni,U-06-A-029
6752,Safeco Laboratories (Unani) Ltd.,Rusefe,Tablet,Habb-e Tinkar,U-06-A-030
6753,Safeco Laboratories (Unani) Ltd.,Safenix,Tablet,Habb-e Papita,U-06-A-031
6754,Safeco Laboratories (Unani) Ltd.,Safero,Tablet,Habb-e Suranjan,U-06-A-032
6755,Safeco Laboratories (Unani) Ltd.,Safesorald,Tablet,Kushta Khare Mohra,U-06-A-033
6756,Safeco Laboratories (Unani) Ltd.,Diasafe,Tablet,Sufoof Gurmar,U-06-A-034
6757,Safeco Laboratories (Unani) Ltd.,Ginger,Capsule,Ginger,U-06-A-035
6758,Safeco Laboratories (Unani) Ltd.,Safeajmain,Capsule,Laooq Asthmin,U-06-A-036
6759,Safeco Laboratories (Unani) Ltd.,Safelo,Capsule,Qurs Rhubarb,U-06-A-037
6760,Safeco Laboratories (Unani) Ltd.,Ganosafe,Powder,Ashwagandha,U-06-A-038
6761,Safeco Laboratories (Unani) Ltd.,Safe Ajowain,Liquid,Arq Ajwain,U-06-A-001
6762,Safeco Laboratories (Unani) Ltd.,Safedol,Liquid,Arq Bukhar,U-06-A-002
6763,Safeco Laboratories (Unani) Ltd.,Safe Maul-Lahm,Liquid,Arq Maul Lahm,U-06-A-003
6764,Safeco Laboratories (Unani) Ltd.,Dulex,Tablet,Habb-e Mumsik,U-06-A-004
6765,Safeco Laboratories (Unani) Ltd.,Nishat Safe,Tablet,Habb-e Nishat,U-06-A-005
6766,Safeco Laboratories (Unani) Ltd.,Safezed,Tablet,Habb-e Jadwar,U-06-A-006
6767,Safeco Laboratories (Unani) Ltd.,Safe Musaffi,Tablet,Habb-e Musaffi,U-06-A-007
6768,Safeco Laboratories (Unani) Ltd.,Edex,Tablet,Habb-e Jalinoos,U-06-A-008
6769,Safeco Laboratories (Unani) Ltd.,Safe Kurus Plus,Capsule,Qurs Muqavvi Khas,U-06-A-009
6770,Safeco Laboratories (Unani) Ltd.,Sitolex Plus,Capsule,Habb-e Ambari,U-06-A-010
6771,Safeco Laboratories (Unani) Ltd.,PR Plus,Capsule,Habb-e Ambar Momiyaee,U-06-A-011
6772,Safeco Laboratories (Unani) Ltd.,Safe Munish,Capsule,Habb-e Munish,U-06-A-012
6773,Safeco Laboratories (Unani) Ltd.,Safemax,Capsule,Habb-e Jawaher,U-06-A-013
6774,Safeco Laboratories (Unani) Ltd.,Dysenti Safe,Tablet,Qurs Pechish,U-06-A-014
6775,Safeco Laboratories (Unani) Ltd.,Gastona,Tablet,Sufoof Humuzin,U-06-A-015
6776,Safeco Laboratories (Unani) Ltd.,Multisafe,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-06-A-016
6777,Safeco Laboratories (Unani) Ltd.,Ginseng-S,Capsule,Ginseng,U-06-A-017
6778,Safeco Laboratories (Unani) Ltd.,Provin Chirata,Capsule,Chirata,U-06-A-019
6779,Safeco Laboratories (Unani) Ltd.,Safe Spirulina,Capsule,Spirulina,U-06-A-020
6780,Safeco Laboratories (Unani) Ltd.,Safe Spirulina,Tablet,Spirulina,U-06-A-021
6781,Safeco Laboratories (Unani) Ltd.,Nigella-S,Capsule,Kalozira Oil,U-06-A-018
6782,Safety Health (Unani) Laboratories Ltd.,Sharbat Musaffi,Liquid,Sharbat Musaffi,U-21-A-003
6783,Safety Health (Unani) Laboratories Ltd.,Sharbat Niswan,Liquid,Sharbat Niswan,U-21-A-004
6784,Safety Health (Unani) Laboratories Ltd.,Sharbat Faulad,Liquid,Sharbat Faulad,U-21-A-005
6785,Safety Health (Unani) Laboratories Ltd.,Sharbat Deenar,Liquid,Sharbat Deenar,U-21-A-006
6786,Safety Health (Unani) Laboratories Ltd.,Sharbat Jinsin,Liquid,Sharbat Jinsin,U-21-A-007
6787,Safety Health (Unani) Laboratories Ltd.,Sharbat Misali,Liquid,Sharbat Misali,U-21-A-008
6788,Safety Health (Unani) Laboratories Ltd.,Sharbat Sadar,Liquid,Sharbat Sadar,U-21-A-009
6789,Safety Health (Unani) Laboratories Ltd.,Marham Sadaf,Ointment,Marham Sadaf,U-021-A-001
6790,Safety Health (Unani) Laboratories Ltd.,Marham Azib,Ointment,Marham Ajeeb,U-021-A-002
6791,Safia Laboratories (Unani),Purin,Tablet,Habb-e Musaffi,U-19-A-04
6792,Safia Laboratories (Unani),Arotab,Tablet,Habb-e Mumsik,U-19-A-05
6793,Safia Laboratories (Unani),Urosef,Syrup,Sharbat Buzuri,U-19-A-06
6794,Safia Laboratories (Unani),Micas,Syrup,Sharbat Misali,U-19-A-07
6795,Safia Laboratories (Unani),Viston,Tablet,Qurs Muqavvi Khas,U-19-A-08
6796,Safia Laboratories (Unani),Pared,Tablet,Qurs Awja,U-19-A-09
6797,Safia Laboratories (Unani),Niratab,Tablet,Habb-e Nishat,U-19-A-10
6798,Safia Laboratories (Unani),Hylid,Tablet,Habb-e Kabid Naushadri,U-19-A-11
6799,Safia Laboratories (Unani),Ditrim,Tablet,Qurs Pechish,U-19-A-12
6800,Safia Laboratories (Unani),Rotas,Tablet,Habb-e Munish,U-19-A-13
6801,Safia Laboratories (Unani),Momosa,Tablet,Habb-e Ambar Momiyaee,U-19-A-14
6802,Safia Laboratories (Unani),Pincta,Tablet,Kushta Sadaf,U-19-A-15
6803,Safia Laboratories (Unani),Sapian,Syrup,Sharbat Niswan,U-19-A-16
6804,Safia Laboratories (Unani),Licas,Syrup,Sharbat Seb,U-19-A-17
6805,Safia Laboratories (Unani),Admas,Syrup,Sharbat Ejaz,U-19-A-18
6806,Safia Laboratories (Unani),Jinsa,Syrup,Sharbat Jinsin,U-19-A-19
6807,Safia Laboratories (Unani),Delsa,Syrup,Sharbat Deenar,U-19-A-20
6808,Safia Laboratories (Unani),Dined,Liquid,Arq Nankha,U-19-A-02
6809,Safia Laboratories (Unani),Savit,Liquid,Sharbat Mavez,U-19-A-023
6810,Safia Laboratories (Unani),Senocof,Liquid,Sharbat Vasac,U-19-A-024
6811,Safia Laboratories (Unani),Roba,Liquid,Arq Maul Lahm,U-19-A-025
6812,Safia Laboratories (Unani),Sajmina,Liquid,Sharbat Hazmina,U-19-A-026
6813,Safia Laboratories (Unani),Tulfic,Liquid,Sharbat Tulsi,U-19-A-027
6814,Safia Laboratories (Unani),Amla-C,Liquid,Sharbat Amla,U-19-A-028
6815,Safia Laboratories (Unani),Habbe Suranjan,Tablet,Habb-e Suranjan,U-19-A-029
6816,Safia Laboratories (Unani),Bilotab,Tablet,Ginkgo Biloba,U-19-A-031
6817,Safia Laboratories (Unani),Conca,Tablet,Qurs Riahin,U-19-A-032
6818,Safia Laboratories (Unani),Grocal-M,Tablet,Kushta Khare Mohra,U-19-A-033
6819,Safia Laboratories (Unani),Gonocas,Tablet,Habb-e Suzak,U-19-A-034
6820,Safia Laboratories (Unani),Gintab,Tablet,Ginseng,U-19-A-035
6821,Safia Laboratories (Unani),Senogo,Tablet,Habb-e Ambari,U-19-A-036
6822,Safia Laboratories (Unani),Ultra Touch,Liquid,Arq Lahsun,U-19-A-037
6823,Safia Laboratories (Unani),Nicoba,Tablet,Habb-e Ahmar,U-19-A-038
6824,Safia Laboratories (Unani),Jirotab,Tablet,Habb-e Jiryan,U-19-A-039
6825,Safia Laboratories (Unani),Urilin,Liquid,Sharbat Anannas,U-19-A-021
6826,Safia Laboratories (Unani),Ultra One,Liquid,Sharbat Angoor,U-19-A-022
6827,Safia Laboratories (Unani),Vatina,Tablet,Sufoof Qalyee Kushta,U-19-A-040
6828,Safia Laboratories (Unani),Asfaton,Tablet,Qurs Salajeet,U-19-A-042
6829,Safia Laboratories (Unani),Garlimed,Tablet,Qurs Garlitab,U-19-A-043
6830,Safia Laboratories (Unani),Fiamin,Tablet,Qurs Rehmin,U-19-A-044
6831,Safia Laboratories (Unani),Sabin,Tablet,Habb-e Asabin,U-19-A-045
6832,Safia Laboratories (Unani),Syabit,Tablet,Qurs Ziabit,U-19-A-046
6833,Safia Laboratories (Unani),Q-Espa,Tablet,Qurs Espand,U-19-A-047
6834,Safia Laboratories (Unani),Sanvin,Tablet,Habb-e Jadwar,U-19-A-048
6835,Safia Laboratories (Unani),Salvit,Liquid,Habb-e Hayaeen Murakkab,U-19-A-030
6836,Safia Laboratories (Unani),Vitasa,Liquid,Arq Lahmina,U-19-A-041
6837,Salma Unani Laboratories (Unani),Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-101-A-003
6838,Salma Unani Laboratories (Unani),Sharbat Sailan,Liquid,Sharbat Sailan,U-101-A-004
6839,Salma Unani Laboratories (Unani),Sharbat Ejaz,Liquid,Sharbat Ejaz,U-101-A-005
6840,Salma Unani Laboratories (Unani),Sharbat Seb,Liquid,Sharbat Seb,U-101-A-006
6841,Salma Unani Laboratories (Unani),Sharbat Musaffi,Liquid,Sharbat Musaffi,U-101-A-007
6842,Salma Unani Laboratories (Unani),Sharbat Misali,Liquid,Sharbat Misali,U-101-A-008
6843,Salma Unani Laboratories (Unani),Sharbat Belgiri,Liquid,Sharbat Belgiri,U-101-A-009
6844,Salma Unani Laboratories (Unani),Sharbat Jinsin,Liquid,Sharbat Jinsin,U-101-A-010
6845,Salma Unani Laboratories (Unani),Sharbat Faulad,Liquid,Sharbat Faulad,U-101-A-011
6846,Salma Unani Laboratories (Unani),Sarbat Dinar,Liquid,Sharbat Deenar,U-101-A-001
6847,Salma Unani Laboratories (Unani),Sarbat Angurtarash,Liquid,Sharbat Angoor,U-101-A-002
6848,Salma Unani Laboratories (Unani),Sharbat Bujuri,Liquid,Sharbat Buzuri,U-101-A-003
6849,Sanj Bangladesh (Unani),SB Basak,Liquid,Sharbat Vasac,U-61-A-045
6850,Sanj Bangladesh (Unani),Sanmin,Tablet,Qurs Kamuni,U-61-A-046
6851,Sanj Bangladesh (Unani),SB Rehmin,Tablet,Qurs Rehmin,U-61-A-047
6852,Sanj Bangladesh (Unani),SB Tulsi,Liquid,Sharbat Tulsi,U-61-A-044
6853,Sanj Bangladesh (Unani),Fevonil,Tablet,Habb-e Bokhar,U-61-A-031
6854,Sanj Bangladesh (Unani),Aloa-S,Tablet,Habb-e Suranjan,U-61-A-030
6855,Sanj Bangladesh (Unani),Jist-S,Liquid,Sharbat Jist,U-61-A-032
6856,Sanj Bangladesh (Unani),Jawarton-S,Tablet,Habb-e Hayateen Murakkab Jawahirdar,U-61-A-033
6857,Sanj Bangladesh (Unani),Hayaton-S,Capsule,Habb-e Hayaeen Murakkab,U-61-A-034
6858,Sanj Bangladesh (Unani),Hayaton-S,Liquid,Sharbat Hayateen Murakkab,U-61-A-035
6859,Sanj Bangladesh (Unani),Vegilux,Tablet,Qurs Mulayin,U-61-A-016
6860,Sanj Bangladesh (Unani),Azarin,Tablet,Habb-e Azaraqi,U-61-A-015
6861,Sanj Bangladesh (Unani),SB-Buzuri,Liquid,Sharbat Buzuri,U-61-A-014
6862,Sanj Bangladesh (Unani),Enamin,Liquid,Sharbat Ushba,U-61-A-013
6863,Sanj Bangladesh (Unani),Papazin Plus,Tablet,Habb-e Papita,U-61-A-012
6864,Sanj Bangladesh (Unani),Ferula,Tablet,Qurs Pechish,U-61-A-011
6865,Sanj Bangladesh (Unani),Habbe Sual,Tablet,Habb-e Sual,U-61-A-010
6866,Sanj Bangladesh (Unani),Marham Kharish,Ointment,Marham Kharish,U-61-A-008
6867,Sanj Bangladesh (Unani),Marham Ajeeb,Ointment,Marham Ajeeb,U-61-A-005
6868,Sanj Bangladesh (Unani),Hemoplus,Liquid,Sharbat Faulad,U-61-A-007
6869,Sanj Bangladesh (Unani),Orodin,Liquid,Sharbat Banafsha,U-61-A-009
6870,Sanj Bangladesh (Unani),SB-Nankha,Liquid,Arq Nankha,U-61-A-006
6871,Sanj Bangladesh (Unani),Neurovin-S,Liquid,Arq Maul Lahm,U-61-A-002
6872,Sanj Bangladesh (Unani),Sunpep,Liquid,Sharbat Pachlona,U-61-A-029
6873,Sanj Bangladesh (Unani),Subvit,Liquid,Sharbat Mavez,U-61-A-028
6874,Sanj Bangladesh (Unani),Colin,Liquid,Sharbat Atfal,U-61-A-027
6875,Sanj Bangladesh (Unani),Lecosa,Liquid,Sharbat Mudir,U-61-A-026
6876,Sanj Bangladesh (Unani),Zerminal,Powder,Zuroor Majaffif,U-61-A-025
6877,Sanj Bangladesh (Unani),Antamin,Tablet,Habb-e Musaffi,U-61-A-024
6878,Sanj Bangladesh (Unani),Suncid,Tablet,Humuzin,U-61-A-023
6879,Sanj Bangladesh (Unani),Ambarin,Capsule,Habb-e Mumsik,U-61-A-022
6880,Sanj Bangladesh (Unani),Aldarin,Capsule,Jawahir Mohra,U-61-A-021
6881,Sanj Bangladesh (Unani),Zenitol,Tablet,Habb-e Munish,U-61-A-020
6882,Sanj Bangladesh (Unani),Dyrocin,Liquid,Sharbat Belgiri,U-61-A-019
6883,Sanj Bangladesh (Unani),Alcoson,Liquid,Sharbat Santara,U-61-A-018
6884,Sanj Bangladesh (Unani),Chylosin,Liquid,Sharbat Chylosin,U-61-A-017
6885,Sanj Bangladesh (Unani),Sharbat Deenar,Liquid,Sharbat Deenar,U-61-A-004
6886,Sanj Bangladesh (Unani),Sharbat Gaozaban,Liquid,Sharbat Gaozaban,U-61-A-003
6887,Sanj Bangladesh (Unani),Senola,Liquid,Sharbat Qabzkusha,U-61-A-001
6888,Sanj Bangladesh (Unani),Majoon Arad-e Khurma,Semi-Solid,Majoon Arad-e Khurma,U-61-A-043
6889,Sanj Bangladesh (Unani),Majoon Mughalliz,Semi-Solid,Majoon Mughalliz,U-61-A-038
6890,Sanj Bangladesh (Unani),Majoon Lana,Semi-Solid,Majoon Lana,U-61-A-039
6891,Sanj Bangladesh (Unani),Majoon Falasefa,Semi-Solid,Majoon Falasefa,U-61-A-040
6892,Sanj Bangladesh (Unani),Majoon Salab,Semi-Solid,Majoon Salab,U-61-A-041
6893,Sanj Bangladesh (Unani),Majoon Ushba,Semi-Solid,Majoon Ushba,U-61-A-042
6894,Sanj Bangladesh (Unani),Habb-e Shefa,Tablet,Habb-e Shefa,U-61-A-036
6895,Sanj Bangladesh (Unani),Aab-e Namak Shireen,Powder,Aab-e Namak Shireen,U-61-A-037
6896,Sarf Pharmaceuticals (Unani),Sarfliv,Liquid,Sharbat Deenar,U-005-A-001
6897,Sarf Pharmaceuticals (Unani),Dizomin,Liquid,Arq Hazim,U-005-A-002
6898,Sarf Pharmaceuticals (Unani),Hemos,Liquid,Sharbat Faulad,U-005-A-003
6899,Sarf Pharmaceuticals (Unani),Sarflex,Capsule,Qurs Mulayin,U-005-A-004
6900,Sarf Pharmaceuticals (Unani),Diasarf,Capsule,Qurs Ziabit,U-005-A-005
6901,Sarf Pharmaceuticals (Unani),Sarfgastro,Capsule,Qurs Kamuni,U-005-A-006
6902,Sarf Pharmaceuticals (Unani),Elacap,Capsule,Habb-e Musaffi,U-005-A-007
